#LMID	Name	Category	Subcategory	Formula	Mass	NumofC	NumofH	NumofO	NumofN	NumofP	NumofS	H:C	H:O	C:O	C:N	C:S	C:P	Afterdecmass	AMD	RMD
LMFA02000264	"9,10-dioxo-octadecanoic_acid"	Fatty_Acyls	Octadecanoids	C18H32O4N0S0P0	312.230061	18	32	4	0	0	0	1.777777778	8	4.5	0	0	0	0.2301	0.2301	737
LMFA01060099	3-oxo-tetradecanoic_acid	Fatty_Acyls	Fatty_Acids_and_Conjugates	C14H26O3N0S0P0	242.188195	14	26	3	0	0	0	1.857142857	8.666666667	4.666666667	0	0	0	0.1882	0.1882	777
LMFA02020008	"(1S,2R)-3-oxo-2-(4pr-hydroxy-2prZ-pentenyl)-cyclopentaneacetic_acid"	Fatty_Acyls	Octadecanoids	C12H18O4N0S0P0	226.12051	12	18	4	0	0	0	1.5	4.5	3	0	0	0	0.1205	0.1205	533
LMFA01030969	2-hydroxy-22-methyltetracosanoic_acid	Fatty_Acyls	Fatty_Acids_and_Conjugates	C25H50O3N0S0P0	398.375996	25	50	3	0	0	0	2	16.66666667	8.333333333	0	0	0	0.376	0.376	944
LMFA04000010	"7S,17S-dihydroxy-5Z,8E,10Z,13Z,15E,19Z-docosahexaenoic_acid"	Fatty_Acyls	Docosanoids	C22H32O4N0S0P0	360.230061	22	32	4	0	0	0	1.454545455	8	5.5	0	0	0	0.2301	0.2301	639
LMFA07010339	9Z-Pentadecenyl_acetate	Fatty_Acyls	Fatty_esters	C17H32O2N0S0P0	268.240231	17	32	2	0	0	0	1.882352941	16	8.5	0	0	0	0.2402	0.2402	895
LMFA01030198	3Z-decenoic_acid	Fatty_Acyls	Fatty_Acids_and_Conjugates	C10H18O2N0S0P0	170.13068	10	18	2	0	0	0	1.8	9	5	0	0	0	0.1307	0.1307	768
LMFA01030424	"5,9-hexacosadienoic_acid"	Fatty_Acyls	Fatty_Acids_and_Conjugates	C26H48O2N0S0P0	392.365431	26	48	2	0	0	0	1.846153846	24	13	0	0	0	0.3654	0.3654	931
LMFA07010916	2-methylpropyl_(2Z)-2-methylbut-2-enoate	Fatty_Acyls	Fatty_esters	C9H16O2N0S0P0	156.11503	9	16	2	0	0	0	1.777777778	8	4.5	0	0	0	0.115	0.115	737
LMFA01050037	3-hydroxy-dodecanoic_acid	Fatty_Acyls	Fatty_Acids_and_Conjugates	C12H24O3N0S0P0	216.172545	12	24	3	0	0	0	2	8	4	0	0	0	0.1725	0.1725	798
LMFA07050324	"3pr-phosphoadenosine_5pr-{3-[(3R)-4-{[3-({2-[(4-carboxybutanoyl)sulfanyl]ethyl}amino)-3-oxopropyl]amino}-3-hydroxy-2,2-dimethyl-4-oxobutyl]_dihydrogen_diphosphate}"	Fatty_Acyls	Fatty_esters	C26H42O19N7S1P3	881.146902	26	42	19	7	3	1	1.615384615	2.210526316	1.368421053	3.714285714	26	8.666666667	0.1469	0.1469	167
LMFA07010727	2-methylpropyl_3-methylbutanoate	Fatty_Acyls	Fatty_esters	C9H18O2N0S0P0	158.13068	9	18	2	0	0	0	2	9	4.5	0	0	0	0.1307	0.1307	827
LMFA07070002	O-octanoyl-R-carnitine	Fatty_Acyls	Fatty_esters	C15H29O4N1S0P0	287.209659	15	29	4	1	0	0	1.933333333	7.25	3.75	15	0	0	0.2097	0.2097	730
LMFA02000109	"12-hydroperoxy-9Z,13E,15-octadecatrienoic_acid"	Fatty_Acyls	Octadecanoids	C18H30O4N0S0P0	310.214411	18	30	4	0	0	0	1.666666667	7.5	4.5	0	0	0	0.2144	0.2144	691
LMFA11000128	"3Z,6Z-Eicosadiene"	Fatty_Acyls	Hydrocarbons	C20H38O0N0S0P0	278.297351	20	38	0	0	0	0	1.9	0	0	0	0	0	0.2974	0.2974	1069
LMFA07011062	10-(9Z-octadecenoyloxy)-octadecanoic_acid	Fatty_Acyls	Fatty_esters	C36H68O4N0S0P0	564.51176	36	68	4	0	0	0	1.888888889	17	9	0	0	0	0.5118	0.4882	865
LMFA12000169	6-Tridecen-2-one	Fatty_Acyls	Oxygenated_hydrocarbons	C13H24O1N0S0P0	196.182715	13	24	1	0	0	0	1.846153846	24	13	0	0	0	0.1827	0.1827	931
LMFA07050011	"8Z,11Z,14Z-eicosatrienoyl-CoA"	Fatty_Acyls	Fatty_esters	C41H68O17N7S1P3	1055.360532	41	68	17	7	3	1	1.658536585	4	2.411764706	5.857142857	41	13.66666667	0.3605	0.3605	342
LMFA06000019	2-heptenal	Fatty_Acyls	Fatty_aldehydes	C7H12O1N0S0P0	112.088815	7	12	1	0	0	0	1.714285714	12	7	0	0	0	0.0888	0.0888	792
LMFA07010145	"9Z,12Z,15Z-octadecatrienyl_9Z-octadecenoate"	Fatty_Acyls	Fatty_esters	C36H64O2N0S0P0	528.490631	36	64	2	0	0	0	1.777777778	32	18	0	0	0	0.4906	0.4906	928
LMFA07010470	formyl_hexadecanoate	Fatty_Acyls	Fatty_esters	C17H34O2N0S0P0	270.255881	17	34	2	0	0	0	2	17	8.5	0	0	0	0.2559	0.2559	947
LMFA11000316	1-Hentriacontene	Fatty_Acyls	Hydrocarbons	C31H62O0N0S0P0	434.485151	31	62	0	0	0	0	2	0	0	0	0	0	0.4852	0.4852	1117
LMFA07050396	"3pr-phosphoadenosine_5pr-{3-[(3R)-3-hydroxy-2,2-dimethyl-4-oxo-4-({3-oxo-3-[(2-{[(2E)-tetradec-2-enoyl]sulfanyl}ethyl)amino]propyl}amino)butyl]_dihydrogen_diphosphate}"	Fatty_Acyls	Fatty_esters	C35H60O17N7S1P3	975.297924	35	60	17	7	3	1	1.714285714	3.529411765	2.058823529	5	35	11.66666667	0.2979	0.2979	305
